trace_id,user_id,level,platform,created_at,points,moves,unique_cells,revisits,duration_ms,duration_s,ms_per_move,median_dt_ms,thinking_moves,thinking_frac,thinking_ms,execution_ms,thinking_time_frac,longest_pause_ms,bbox_w,bbox_h,pattern,pattern_conf,age,style,gaming,hand,optimization,optimal_moves,optimality,redundancy
4274,vkwws3fl54,round2,desktop,2026-06-18 18:26:33.757107+00,54,53,49,5,52592,52.592,992.3,415,12,0.2264,34003,18589,0.6465,9277,8,8,spiral,1.0,Under 18,I just start and figure it out,Rarely or never,Right,Rarely or never,48,0.9057,1.1042
4275,b6769pndo1,round2,mobile,2026-06-18 18:26:35.310146+00,49,48,49,0,141624,141.624,2950.5,1233,36,0.75,133088,8536,0.9397,59066,8,8,random_walk,0.952,60+,I follow a set pattern,Rarely or never,Right,Rarely or never,48,1.0,1.0
4276,1nvt0fynkp,round1,desktop,2026-06-18 18:26:43.26934+00,26,25,25,1,18172,18.172,726.9,295,4,0.16,11081,7091,0.6098,4272,6,6,random_walk,0.6137,30-44,I just start and figure it out,Sometimes,Right,Rarely or never,25,1.0,1.0
4277,89riw43y29,round1,desktop,2026-06-18 18:26:47.570705+00,26,25,25,1,66125,66.125,2645.0,1049,13,0.52,60426,5699,0.9138,33524,6,6,spiral,0.9993,,,,,,25,1.0,1.0
4278,8dzi5nzekq,tutorial,mobile,2026-06-18 18:26:47.78656+00,32,31,32,0,10910,10.91,351.9,323,1,0.0323,1186,9724,0.1087,1186,6,6,spiral,1.0,,,,,,31,1.0,1.0
4279,mgy20lzpk3,tutorial,mobile,2026-06-18 18:26:48.955576+00,32,31,32,0,16677,16.677,538.0,470,2,0.0645,2833,13844,0.1699,1429,6,6,spiral,1.0,Under 18,I follow a set pattern,Rarely or never,Left,Rarely or never,31,1.0,1.0
4280,58o17kr94s,bonus1,desktop,2026-06-18 18:26:54.599995+00,112,111,84,28,46651,46.651,420.3,348,8,0.0721,13841,32810,0.2967,3829,10,10,spiral,0.9972,45-59,I just start and figure it out,Rarely or never,Right,Rarely or never,86,0.7748,1.2907
4281,not4m1z261,tutorial,desktop,2026-06-18 18:27:01.050893+00,32,31,32,0,47467,47.467,1531.2,607,3,0.0968,30164,17303,0.6355,27436,6,6,spiral,1.0,60+,I have a rough approach but adapt as I go,Rarely or never,Right,Regularly,31,1.0,1.0
4282,pbtnr25h5v,bonus1,desktop,2026-06-18 18:27:07.234919+00,99,98,84,15,35882,35.882,366.1,277,3,0.0306,6924,28958,0.193,3136,10,10,spiral,0.593,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,86,0.8776,1.1395
4283,rc7ahs163t,round1,desktop,2026-06-18 18:27:07.698715+00,26,25,25,1,87549,87.549,3502.0,544,9,0.36,79791,7758,0.9114,57928,6,6,spiral,0.9821,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,25,1.0,1.0
4284,3bejbnryxq,tutorial,desktop,2026-06-18 18:27:09.963871+00,40,39,32,8,23865,23.865,611.9,317,5,0.1282,12292,11573,0.5151,5728,6,6,snake,0.4661,18-29,I just start and figure it out,Sometimes,Left,Rarely or never,31,0.7949,1.2581
4285,6qj7wblzi0,bonus1,desktop,2026-06-18 18:27:10.348952+00,93,92,84,9,55212,55.212,600.1,296,9,0.0978,27724,27488,0.5021,7188,10,10,random_walk,0.8934,30-44,I have a rough approach but adapt as I go,Regularly,Right,Regularly,86,0.9348,1.0698
4286,z6gp1ut4oq,tutorial,mobile,2026-06-18 18:27:14.569137+00,33,32,32,1,18732,18.732,585.4,323,5,0.1562,10078,8654,0.538,3460,6,6,random_walk,0.5343,Under 18,I follow a set pattern,Rarely or never,Right,Sometimes,31,0.9688,1.0323
4287,1nvt0fynkp,round2,desktop,2026-06-18 18:27:16.887364+00,49,48,49,0,27620,27.62,575.4,303,5,0.1042,14260,13360,0.5163,8268,8,8,random_walk,0.9871,30-44,I just start and figure it out,Sometimes,Right,Rarely or never,48,1.0,1.0
4288,mgy20lzpk3,round1,mobile,2026-06-18 18:27:22.411371+00,28,27,25,3,27311,27.311,1011.5,720,10,0.3704,18006,9305,0.6593,4723,6,6,spiral,0.9983,Under 18,I follow a set pattern,Rarely or never,Left,Rarely or never,25,0.9259,1.08
4289,s6oa7vgb3x,bonus1,desktop,2026-06-18 18:27:23.660205+00,105,104,84,21,63671,63.671,612.2,388,9,0.0865,24488,39183,0.3846,12784,10,10,spiral,1.0,30-44,I just start and figure it out,Regularly,Right,Sometimes,86,0.8269,1.2093
4290,3bejbnryxq,round1,desktop,2026-06-18 18:27:24.45757+00,32,31,25,7,10631,10.631,342.9,237,2,0.0645,3068,7563,0.2886,1828,6,6,spiral,0.9683,18-29,I just start and figure it out,Sometimes,Left,Rarely or never,25,0.8065,1.24
4291,izy42mg93u,tutorial,desktop,2026-06-18 18:27:24.706735+00,32,31,32,0,24706,24.706,797.0,311,5,0.1613,16919,7787,0.6848,5896,6,6,spiral,1.0,30-44,I've never done either,Sometimes,Right,Rarely or never,31,1.0,1.0
4292,swjy0ayz1h,tutorial,mobile,2026-06-18 18:27:29.976823+00,32,31,32,0,41497,41.497,1338.6,867,13,0.4194,30221,11276,0.7283,5233,6,6,random_walk,0.977,,,,,,31,1.0,1.0
4293,j9flq3ib6z,tutorial,mobile,2026-06-18 18:27:32.971111+00,32,31,32,0,28234,28.234,910.8,434,2,0.0645,14592,13642,0.5168,13451,6,6,spiral,1.0,18-29,I have a rough approach but adapt as I go,Rarely or never,Left,Sometimes,31,1.0,1.0
4294,nzysy5ke5v,bonus1,mobile,2026-06-18 18:27:37.468128+00,89,88,84,5,53851,53.851,611.9,356,5,0.0568,21630,32221,0.4017,7705,10,10,random_walk,0.5548,30-44,I have a rough approach but adapt as I go,Regularly,Right,Regularly,86,0.9773,1.0233
4295,vczknntbog,bonus3,desktop,2026-06-18 18:27:37.754875+00,185,184,176,9,158574,158.574,861.8,281,19,0.1033,104991,53583,0.6621,29162,14,14,snake,1.0,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Rarely or never,176,0.9565,1.0455
4296,3bejbnryxq,round2,desktop,2026-06-18 18:27:40.653517+00,56,55,49,7,13079,13.079,237.8,207,0,0.0,0,13079,0.0,758,8,8,spiral,1.0,18-29,I just start and figure it out,Sometimes,Left,Rarely or never,48,0.8727,1.1458
4297,z6gp1ut4oq,round1,mobile,2026-06-18 18:27:48.072862+00,28,27,25,3,16262,16.262,602.3,386,4,0.1481,6702,9560,0.4121,2835,6,6,spiral,0.9994,Under 18,I follow a set pattern,Rarely or never,Right,Sometimes,25,0.9259,1.08
4298,58o17kr94s,bonus2,desktop,2026-06-18 18:27:49.00172+00,145,144,121,24,50830,50.83,353.0,339,3,0.0208,6682,44148,0.1315,2777,12,12,snake,1.0,45-59,I just start and figure it out,Rarely or never,Right,Rarely or never,120,0.8333,1.2
4299,x4wycyfeja,bonus3,mobile,2026-06-18 18:27:49.589223+00,191,190,176,15,75302,75.302,396.3,314,15,0.0789,18860,56442,0.2505,1996,14,14,spiral,0.9103,30-44,I follow a set pattern,Sometimes,Right,Regularly,176,0.9263,1.0795
4300,8dzi5nzekq,round1,mobile,2026-06-18 18:27:56.89918+00,26,25,25,1,62147,62.147,2485.9,448,2,0.08,52029,10118,0.8372,49802,6,6,spiral,0.9993,,,,,,25,1.0,1.0
4301,l5cy5xn11m,bonus1,desktop,2026-06-18 18:27:58.45125+00,91,90,84,7,52506,52.506,583.4,337,10,0.1111,24705,27801,0.4705,7009,10,10,spiral,0.7487,18-29,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,86,0.9556,1.0465
4302,1eqjmjtw2e,tutorial,desktop,2026-06-18 18:28:02.568879+00,33,32,32,1,15033,15.033,469.8,270,2,0.0625,5481,9552,0.3646,3925,6,6,random_walk,0.9089,30-44,I have a rough approach but adapt as I go,Regularly,Left,Rarely or never,31,0.9688,1.0323
4303,izy42mg93u,round1,desktop,2026-06-18 18:28:05.851585+00,31,30,25,6,35633,35.633,1187.8,448,5,0.1667,24455,11178,0.6863,8519,6,6,spiral,0.9995,30-44,I've never done either,Sometimes,Right,Rarely or never,25,0.8333,1.2
4304,lspseifhq0,tutorial,mobile,2026-06-18 18:28:09.562255+00,38,37,32,6,20850,20.85,563.5,462,7,0.1892,9361,11489,0.449,1556,6,6,spiral,0.9997,,,,,,31,0.8378,1.1935
4305,zy1aolaqgp,bonus3,desktop,2026-06-18 18:28:10.054671+00,188,187,176,12,109370,109.37,584.9,403,21,0.1123,45043,64327,0.4118,6043,14,14,random_walk,0.8887,,,,,,176,0.9412,1.0625
4306,j9flq3ib6z,round1,mobile,2026-06-18 18:28:12.377758+00,26,25,25,1,36465,36.465,1458.6,656,8,0.32,26602,9863,0.7295,6583,6,6,spiral,0.9874,18-29,I have a rough approach but adapt as I go,Rarely or never,Left,Sometimes,25,1.0,1.0
4307,not4m1z261,round1,desktop,2026-06-18 18:28:13.452291+00,26,25,25,1,64964,64.964,2598.6,718,8,0.32,54842,10122,0.8442,26896,6,6,spiral,0.9993,60+,I have a rough approach but adapt as I go,Rarely or never,Right,Regularly,25,1.0,1.0
4308,mgy20lzpk3,round2,mobile,2026-06-18 18:28:13.536669+00,59,58,49,10,43389,43.389,748.1,552,9,0.1552,16668,26721,0.3842,3245,8,8,spiral,1.0,Under 18,I follow a set pattern,Rarely or never,Left,Rarely or never,48,0.8276,1.2083
4309,6qj7wblzi0,bonus2,desktop,2026-06-18 18:28:16.020787+00,129,128,121,8,62699,62.699,489.8,248,8,0.0625,29643,33056,0.4728,18673,12,12,random_walk,0.9247,30-44,I have a rough approach but adapt as I go,Regularly,Right,Regularly,120,0.9375,1.0667
4310,z6gp1ut4oq,round2,mobile,2026-06-18 18:28:20.728155+00,56,55,49,7,28861,28.861,524.7,361,5,0.0909,11469,17392,0.3974,5423,8,8,spiral,0.5886,Under 18,I follow a set pattern,Rarely or never,Right,Sometimes,48,0.8727,1.1458
4311,vcelo1ckh1,tutorial,mobile,2026-06-18 18:28:23.305886+00,32,31,32,0,16582,16.582,534.9,399,4,0.129,6884,9698,0.4151,2308,6,6,random_walk,0.4675,18-29,I have a rough approach but adapt as I go,Regularly,Right,Sometimes,31,1.0,1.0
4312,rc7ahs163t,round2,desktop,2026-06-18 18:28:25.436155+00,49,48,49,0,71738,71.738,1494.5,489,12,0.25,54570,17168,0.7607,27528,8,8,random_walk,0.8172,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,48,1.0,1.0
4313,s6oa7vgb3x,bonus2,desktop,2026-06-18 18:28:32.1098+00,123,122,121,2,62960,62.96,516.1,416,11,0.0902,17062,45898,0.271,2816,12,12,snake,0.7038,30-44,I just start and figure it out,Regularly,Right,Sometimes,120,0.9836,1.0167
4314,nzysy5ke5v,bonus2,mobile,2026-06-18 18:28:33.668611+00,123,122,121,2,51784,51.784,424.5,336,4,0.0328,6962,44822,0.1344,2590,12,12,snake,0.5551,30-44,I have a rough approach but adapt as I go,Regularly,Right,Regularly,120,0.9836,1.0167
4315,lspseifhq0,round1,mobile,2026-06-18 18:28:34.492103+00,30,29,25,5,20664,20.664,712.6,469,4,0.1379,8979,11685,0.4345,2865,6,6,spiral,0.9931,,,,,,25,0.8621,1.16
4316,kx84a2np6e,bonus3,mobile,2026-06-18 18:28:42.40147+00,190,189,176,14,186656,186.656,987.6,697,55,0.291,106832,79824,0.5723,12311,14,14,snake,0.9977,30-44,I just start and figure it out,Regularly,Right,Sometimes,176,0.9312,1.0739
4317,r0p977ih1w,round1,desktop,2026-06-18 18:28:42.457629+00,26,25,25,1,3964504,3964.504,158580.2,280,1,0.04,3956551,7953,0.998,3956551,6,6,spiral,0.9156,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,25,1.0,1.0
4318,bghub8b5qq,round2,desktop,2026-06-18 18:28:42.546975+00,56,55,49,7,469265,469.265,8532.1,286,5,0.0909,453323,15942,0.966,439814,8,8,spiral,0.9892,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,48,0.8727,1.1458
4319,zp6gqoubpc,tutorial,desktop,2026-06-18 18:28:48.882707+00,32,31,32,0,16267,16.267,524.7,283,1,0.0323,7317,8950,0.4498,7317,6,6,random_walk,0.5092,18-29,I just start and figure it out,Regularly,Right,Regularly,31,1.0,1.0
4320,gt7y6rtlpa,bonus3,desktop,2026-06-18 18:28:50.087308+00,208,207,176,32,369830,369.83,1786.6,230,8,0.0386,315534,54296,0.8532,304529,14,14,snake,1.0,45-59,I have a rough approach but adapt as I go,Rarely or never,Right,Regularly,176,0.8502,1.1761
4321,vcelo1ckh1,round1,mobile,2026-06-18 18:28:50.541258+00,26,25,25,1,23712,23.712,948.5,369,4,0.16,15571,8141,0.6567,11669,6,6,spiral,0.9993,18-29,I have a rough approach but adapt as I go,Regularly,Right,Sometimes,25,1.0,1.0
4322,eb1rg89s6o,tutorial,desktop,2026-06-18 18:28:52.822671+00,32,31,32,0,22976,22.976,741.2,525,7,0.2258,10687,12289,0.4651,2068,6,6,snake,0.8507,45-59,I follow a set pattern,Rarely or never,Right,Rarely or never,31,1.0,1.0
4323,4pzis67xks,tutorial,mobile,2026-06-18 18:28:53.582994+00,32,31,32,0,21101,21.101,680.7,566,2,0.0645,5201,15900,0.2465,3267,6,6,spiral,1.0,45-59,I just start and figure it out,Rarely or never,Left,Regularly,31,1.0,1.0
4324,dqei0sqz8p,tutorial,desktop,2026-06-18 18:28:57.696555+00,32,31,32,0,35172,35.172,1134.6,492,5,0.1613,21302,13870,0.6057,6806,6,6,snake,0.8507,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,31,1.0,1.0
4325,l5cy5xn11m,bonus2,desktop,2026-06-18 18:29:02.201539+00,131,130,121,10,61243,61.243,471.1,291,6,0.0462,22539,38704,0.368,13496,12,12,spiral,0.5839,18-29,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,120,0.9231,1.0833
4326,dsm3vsojyf,tutorial,desktop,2026-06-18 18:29:02.345276+00,32,31,32,0,20405,20.405,658.2,377,3,0.0968,8961,11444,0.4392,5627,6,6,snake,0.6055,18-29,I have a rough approach but adapt as I go,Sometimes,Right,Regularly,31,1.0,1.0
4327,izy42mg93u,round2,desktop,2026-06-18 18:29:05.607973+00,53,52,49,4,55986,55.986,1076.7,407,10,0.1923,39105,16881,0.6985,7095,8,8,spiral,0.9466,30-44,I've never done either,Sometimes,Right,Rarely or never,48,0.9231,1.0833
4328,58o17kr94s,bonus3,desktop,2026-06-18 18:29:06.272929+00,214,213,176,38,73141,73.141,343.4,294,5,0.0235,7360,65781,0.1006,2612,14,14,snake,1.0,45-59,I just start and figure it out,Rarely or never,Right,Rarely or never,176,0.8263,1.2102
4329,j9flq3ib6z,round2,mobile,2026-06-18 18:29:09.873408+00,53,52,49,4,54713,54.713,1052.2,568,14,0.2692,36660,18053,0.67,7068,8,8,random_walk,0.853,18-29,I have a rough approach but adapt as I go,Rarely or never,Left,Sometimes,48,0.9231,1.0833
4330,1nvt0fynkp,bonus1,desktop,2026-06-18 18:29:18.064964+00,97,96,84,13,87263,87.263,909.0,319,10,0.1042,57417,29846,0.658,15831,10,10,random_walk,0.9666,30-44,I just start and figure it out,Sometimes,Right,Rarely or never,86,0.8958,1.1163
4331,najlowui15,tutorial,mobile,2026-06-18 18:29:26.328297+00,32,31,32,0,44488,44.488,1435.1,919,13,0.4194,32132,12356,0.7223,9355,6,6,random_walk,0.9933,,,,,,31,1.0,1.0
4332,8dzi5nzekq,round2,mobile,2026-06-18 18:29:29.134934+00,49,48,49,0,89406,89.406,1862.6,556,7,0.1458,67739,21667,0.7577,39163,8,8,random_walk,0.952,,,,,,48,1.0,1.0
4333,6qj7wblzi0,bonus3,desktop,2026-06-18 18:29:31.470116+00,187,186,176,11,73153,73.153,393.3,240,11,0.0591,22731,50422,0.3107,3833,14,14,snake,1.0,30-44,I have a rough approach but adapt as I go,Regularly,Right,Regularly,176,0.9462,1.0568
4334,vcelo1ckh1,round2,mobile,2026-06-18 18:29:34.115821+00,51,50,49,2,33570,33.57,671.4,316,6,0.12,19970,13600,0.5949,7792,8,8,random_walk,0.6421,18-29,I have a rough approach but adapt as I go,Regularly,Right,Sometimes,48,0.96,1.0417
4335,liy2g50lde,tutorial,desktop,2026-06-18 18:29:38.819893+00,32,31,32,0,21538,21.538,694.8,317,4,0.129,13004,8534,0.6038,5971,6,6,spiral,1.0,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,31,1.0,1.0
4336,zd5n7fikvm,bonus1,desktop,2026-06-18 18:29:40.435354+00,115,114,84,31,694097,694.097,6088.6,193,5,0.0439,667389,26708,0.9615,660705,10,10,snake,0.9615,,,,,,86,0.7544,1.3256
4337,4pzis67xks,round1,mobile,2026-06-18 18:29:42.595795+00,26,25,25,1,43887,43.887,1755.5,767,8,0.32,32988,10899,0.7517,14759,6,6,spiral,0.9993,45-59,I just start and figure it out,Rarely or never,Left,Regularly,25,1.0,1.0
4338,eb1rg89s6o,round1,desktop,2026-06-18 18:29:45.092637+00,30,29,25,5,43129,43.129,1487.2,570,8,0.2759,31777,11352,0.7368,13251,6,6,spiral,0.8943,45-59,I follow a set pattern,Rarely or never,Right,Rarely or never,25,0.8621,1.16
4339,chhvaez5x5,bonus1,desktop,2026-06-18 18:29:45.709743+00,99,98,84,15,51640,51.64,526.9,391,12,0.1224,18683,32957,0.3618,3254,10,10,snake,0.9962,,,,,,86,0.8776,1.1395
4340,r0p977ih1w,round2,desktop,2026-06-18 18:29:48.217835+00,49,48,49,0,62866,62.866,1309.7,272,6,0.125,50812,12054,0.8083,30426,8,8,random_walk,0.9871,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,48,1.0,1.0
4341,nzysy5ke5v,bonus3,mobile,2026-06-18 18:29:49.953727+00,185,184,176,9,73499,73.499,399.5,310,4,0.0217,11155,62344,0.1518,7352,14,14,snake,0.8094,30-44,I have a rough approach but adapt as I go,Regularly,Right,Regularly,176,0.9565,1.0455
4342,0f9frbx76b,tutorial,mobile,2026-06-18 18:29:51.812068+00,34,33,32,2,21723,21.723,658.3,518,3,0.0909,5549,16174,0.2554,2636,6,6,random_walk,0.9676,,,,,,31,0.9394,1.0645
4343,z6gp1ut4oq,bonus1,mobile,2026-06-18 18:29:52.251837+00,98,97,84,14,39104,39.104,403.1,338,5,0.0515,6548,32556,0.1675,1545,10,10,spiral,0.3964,Under 18,I follow a set pattern,Rarely or never,Right,Sometimes,86,0.8866,1.1279
4344,1eqjmjtw2e,round1,desktop,2026-06-18 18:29:52.671956+00,26,25,25,1,103356,103.356,4134.2,270,2,0.08,96635,6721,0.935,94608,6,6,random_walk,0.6137,30-44,I have a rough approach but adapt as I go,Regularly,Left,Rarely or never,25,1.0,1.0
4345,s6oa7vgb3x,bonus3,desktop,2026-06-18 18:29:55.913111+00,185,184,176,9,79002,79.002,429.4,360,8,0.0435,13327,65675,0.1687,2481,14,14,snake,0.9993,30-44,I just start and figure it out,Regularly,Right,Sometimes,176,0.9565,1.0455
4346,zp6gqoubpc,round1,desktop,2026-06-18 18:30:00.247509+00,26,25,25,1,67268,67.268,2690.7,300,5,0.2,61352,5916,0.9121,29234,6,6,random_walk,0.6137,18-29,I just start and figure it out,Regularly,Right,Regularly,25,1.0,1.0
4347,jpxcjikzkx,tutorial,mobile,2026-06-18 18:30:05.46463+00,32,31,32,0,18032,18.032,581.7,432,4,0.129,6796,11236,0.3769,2298,6,6,spiral,1.0,45-59,I have a rough approach but adapt as I go,Rarely or never,Right,Regularly,31,1.0,1.0
4348,k41oxct4f9,tutorial,mobile,2026-06-18 18:30:05.558756+00,32,31,32,0,18393,18.393,593.3,359,2,0.0645,5374,13019,0.2922,4019,6,6,spiral,1.0,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Rarely or never,31,1.0,1.0
4349,dqei0sqz8p,round1,desktop,2026-06-18 18:30:09.575285+00,26,25,25,1,68017,68.017,2720.7,1513,16,0.64,62901,5116,0.9248,10896,6,6,random_walk,0.6137,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,25,1.0,1.0
4350,0f9frbx76b,round1,mobile,2026-06-18 18:30:14.723341+00,26,25,25,1,17022,17.022,680.9,584,5,0.2,7036,9986,0.4133,1634,6,6,spiral,0.9993,,,,,,25,1.0,1.0
4351,eb1rg89s6o,round2,desktop,2026-06-18 18:30:16.728286+00,53,52,49,4,26034,26.034,500.7,405,3,0.0577,5275,20759,0.2026,1890,8,8,spiral,0.9849,45-59,I follow a set pattern,Rarely or never,Right,Rarely or never,48,0.9231,1.0833
4352,not4m1z261,round2,desktop,2026-06-18 18:30:18.387472+00,52,51,49,3,119060,119.06,2334.5,426,13,0.2549,103811,15249,0.8719,30264,8,8,spiral,0.9996,60+,I have a rough approach but adapt as I go,Rarely or never,Right,Regularly,48,0.9412,1.0625
4353,liy2g50lde,round1,desktop,2026-06-18 18:30:19.080463+00,28,27,25,3,27986,27.986,1036.5,585,6,0.2222,17410,10576,0.6221,7883,6,6,spiral,0.998,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,25,0.9259,1.08
4354,zd5n7fikvm,bonus2,desktop,2026-06-18 18:30:19.516962+00,142,141,121,21,34747,34.747,246.4,177,3,0.0213,5054,29693,0.1455,2441,12,12,snake,1.0,,,,,,120,0.8511,1.175
4355,zp6gqoubpc,round2,desktop,2026-06-18 18:30:25.208842+00,49,48,49,0,22034,22.034,459.0,250,4,0.0833,8268,13766,0.3752,3050,8,8,random_walk,0.9871,18-29,I just start and figure it out,Regularly,Right,Regularly,48,1.0,1.0
4356,g2hl7zwfdc,tutorial,desktop,2026-06-18 18:30:25.605797+00,32,31,32,0,14154,14.154,456.6,237,2,0.0645,5619,8535,0.397,4473,6,6,spiral,1.0,30-44,I follow a set pattern,Regularly,Right,Regularly,31,1.0,1.0
4357,26z1wf5spi,tutorial,desktop,2026-06-18 18:30:32.901293+00,32,31,32,0,15434,15.434,497.9,428,4,0.129,6525,8909,0.4228,2302,6,6,spiral,1.0,18-29,I just start and figure it out,Sometimes,Right,Rarely or never,31,1.0,1.0
4358,4qesv94185,bonus1,desktop,2026-06-18 18:30:40.14447+00,100,99,84,16,62227,62.227,628.6,476,16,0.1616,26933,35294,0.4328,3341,10,10,snake,0.5016,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,86,0.8687,1.1512
4359,z6gp1ut4oq,bonus2,mobile,2026-06-18 18:30:41.811646+00,135,134,121,14,46569,46.569,347.5,306,1,0.0075,1019,45550,0.0219,1019,12,12,spiral,0.9999,Under 18,I follow a set pattern,Rarely or never,Right,Sometimes,120,0.8955,1.1167
4360,khreh0a4a3,tutorial,desktop,2026-06-18 18:30:42.573362+00,32,31,32,0,19536,19.536,630.2,360,2,0.0645,7510,12026,0.3844,6459,6,6,spiral,1.0,,,,,,31,1.0,1.0
4361,gjkyajh3xw,tutorial,mobile,2026-06-18 18:30:43.028214+00,32,31,32,0,37685,37.685,1215.6,755,9,0.2903,23527,14158,0.6243,10347,6,6,snake,0.6055,45-59,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,31,1.0,1.0
4362,pxo1wr735w,tutorial,desktop,2026-06-18 18:30:43.534393+00,34,33,32,2,36085,36.085,1093.5,386,3,0.0909,26201,9884,0.7261,23396,6,6,spiral,0.9998,,,,,,31,0.9394,1.0645
4363,k41oxct4f9,round1,mobile,2026-06-18 18:30:44.424313+00,32,31,25,7,33973,33.973,1095.9,617,12,0.3871,25386,8587,0.7472,5299,6,6,spiral,0.9998,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Rarely or never,25,0.8065,1.24
4364,l5cy5xn11m,bonus3,desktop,2026-06-18 18:30:45.760586+00,189,188,176,13,98634,98.634,524.6,358,15,0.0798,31772,66862,0.3221,5611,14,14,snake,1.0,18-29,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,176,0.9362,1.0682
4365,1nvt0fynkp,bonus2,desktop,2026-06-18 18:30:46.85806+00,121,120,121,0,85067,85.067,708.9,344,11,0.0917,45967,39100,0.5404,11270,12,12,random_walk,0.9957,30-44,I just start and figure it out,Sometimes,Right,Rarely or never,120,1.0,1.0
4366,mgy20lzpk3,bonus1,mobile,2026-06-18 18:30:47.016948+00,106,105,84,22,108815,108.815,1036.3,481,20,0.1905,66660,42155,0.6126,18433,10,10,snake,1.0,Under 18,I follow a set pattern,Rarely or never,Left,Rarely or never,86,0.819,1.2209
4367,g2hl7zwfdc,round1,desktop,2026-06-18 18:30:49.44533+00,26,25,25,1,18256,18.256,730.2,330,4,0.16,11079,7177,0.6069,4562,6,6,spiral,0.9384,30-44,I follow a set pattern,Regularly,Right,Regularly,25,1.0,1.0
4368,89riw43y29,round2,desktop,2026-06-18 18:30:50.0434+00,53,52,49,4,238540,238.54,4587.3,467,13,0.25,220659,17881,0.925,167931,8,8,spiral,0.9607,,,,,,48,0.9231,1.0833
4369,26z1wf5spi,round1,desktop,2026-06-18 18:30:53.425457+00,30,29,25,5,17605,17.605,607.1,399,3,0.1034,6754,10851,0.3836,3158,6,6,spiral,0.9966,18-29,I just start and figure it out,Sometimes,Right,Rarely or never,25,0.8621,1.16
4370,plfp7akumz,tutorial,mobile,2026-06-18 18:30:54.268243+00,32,31,32,0,18351,18.351,592.0,515,3,0.0968,5684,12667,0.3097,2366,6,6,spiral,1.0,45-59,I just start and figure it out,Regularly,Right,Sometimes,31,1.0,1.0
4371,0xbpbwi2zy,tutorial,mobile,2026-06-18 18:30:56.874043+00,34,33,32,2,21215,21.215,642.9,201,7,0.2121,13074,8141,0.6163,5607,6,6,spiral,0.9995,,,,,,31,0.9394,1.0645
4372,bghub8b5qq,bonus1,desktop,2026-06-18 18:31:01.560314+00,96,95,84,12,81255,81.255,855.3,320,20,0.2105,60564,20691,0.7454,8986,10,10,spiral,0.7164,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,86,0.9053,1.1047
4373,liy2g50lde,round2,desktop,2026-06-18 18:31:04.224518+00,62,61,49,13,40169,40.169,658.5,353,11,0.1803,22907,17262,0.5703,8586,8,8,snake,0.9986,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,48,0.7869,1.2708
4374,4pzis67xks,round2,mobile,2026-06-18 18:31:09.89844+00,52,51,49,3,84258,84.258,1652.1,601,19,0.3725,68491,15767,0.8129,28719,8,8,spiral,0.974,45-59,I just start and figure it out,Rarely or never,Left,Regularly,48,0.9412,1.0625
4375,751i36md42,tutorial,desktop,2026-06-18 18:31:15.120392+00,32,31,32,0,12877,12.877,415.4,332,3,0.0968,3582,9295,0.2782,1389,6,6,snake,0.8507,Under 18,I just start and figure it out,Sometimes,Right,Regularly,31,1.0,1.0
4376,uyfn2coh21,tutorial,desktop,2026-06-18 18:31:15.628341+00,32,31,32,0,14101,14.101,454.9,306,2,0.0645,4673,9428,0.3314,3265,6,6,snake,0.506,,,,,,31,1.0,1.0
4377,1eqjmjtw2e,round2,desktop,2026-06-18 18:31:16.421344+00,49,48,49,0,77591,77.591,1616.5,276,5,0.1042,65909,11682,0.8494,48028,8,8,random_walk,0.8172,30-44,I have a rough approach but adapt as I go,Regularly,Left,Rarely or never,48,1.0,1.0
4378,wd6ti5kgsg,tutorial,desktop,2026-06-18 18:31:17.892842+00,32,31,32,0,16344,16.344,527.2,334,2,0.0645,6984,9360,0.4273,4903,6,6,spiral,1.0,18-29,I follow a set pattern,Regularly,Right,Regularly,31,1.0,1.0
